0,1e-06
2500000,0.00949
5000000,0.017935
7500000,0.027215
10000000,0.036474
12500000,0.05008
15000000,0.056303
17500000,0.06419
20000000,0.078992
22500000,0.084568
25000000,0.091361
27500000,0.097642
30000000,0.106676
32500000,0.119154
35000000,0.171261
37500000,0.141945
40000000,0.157608
42500000,0.203452
45000000,0.181146
47500000,0.185801
50000000,0.242001
52500000,0.216212
55000000,0.200471
57500000,0.211108
60000000,0.231285
62500000,0.238986
65000000,0.245858
67500000,0.246724
70000000,0.260998
72500000,0.265307
75000000,0.274962
77500000,0.286868
80000000,0.295433
82500000,0.32542
85000000,0.32319
87500000,0.324121
90000000,0.333957
92500000,0.341742
95000000,0.3512
97500000,0.359748
100000000,0.368282
102500000,0.37883
105000000,0.387071
107500000,0.505784
110000000,0.440048
112500000,0.416674
115000000,0.440893
117500000,0.451032
120000000,0.447329
122500000,0.456531
125000000,0.483289
127500000,0.474056
130000000,0.487435
132500000,0.495042
135000000,0.510971
137500000,0.57233
140000000,0.591888
142500000,0.551176
145000000,0.607524
147500000,0.64513
150000000,0.612103
152500000,0.648813
155000000,0.656254
157500000,0.617491
160000000,0.684559
162500000,0.660195
165000000,0.644461
167500000,0.652507
170000000,0.735962
172500000,0.658349
175000000,0.670538
177500000,0.728842
180000000,0.769938
182500000,0.796676
185000000,0.79905
187500000,0.736475
190000000,0.798799
192500000,0.827095
195000000,0.794591
197500000,0.769205
200000000,0.774732
202500000,0.780891
205000000,0.843798
207500000,0.975771
210000000,0.843895
212500000,0.869719
215000000,0.83768
217500000,0.909768
220000000,0.86162
222500000,0.871278
225000000,0.908825
227500000,0.885058
230000000,0.903411
232500000,0.903701
235000000,0.915927
237500000,0.957242
240000000,0.937596
242500000,0.987177
245000000,1.01068
247500000,1.07239
250000000,0.989338
252500000,1.0015
255000000,1.04825
257500000,1.02871
260000000,1.03697
262500000,1.10087
265000000,1.08363
267500000,1.17031
270000000,1.12112
272500000,1.08337
275000000,1.16748
277500000,1.10821
280000000,1.1347
282500000,1.14113
285000000,1.16608
287500000,1.1646
290000000,1.16442
292500000,1.18345
295000000,1.19831
297500000,1.59175
300000000,1.20878
302500000,1.22051
305000000,1.23049
307500000,1.24118
310000000,1.26877
312500000,1.31115
315000000,1.29402
317500000,1.29591
320000000,1.40212
322500000,1.41429
325000000,1.33663
327500000,1.39251
330000000,1.36635
332500000,1.37601
335000000,1.38658
337500000,1.39666
340000000,1.41326
342500000,1.4194
345000000,1.51451
347500000,1.44232
350000000,1.45834
352500000,1.47126
355000000,1.60899
357500000,1.49644
360000000,1.74946
362500000,1.51396
365000000,1.53294
367500000,1.54428
370000000,1.64437
372500000,1.57012
375000000,1.6282
377500000,1.65604
380000000,1.87691
382500000,1.61964
385000000,1.82522
387500000,1.64317
390000000,1.6694
392500000,1.76104
395000000,1.68348
397500000,1.69282
400000000,1.75613
402500000,1.71989
405000000,1.90973
407500000,1.91974
410000000,1.77731
412500000,1.81916
415000000,1.98505
417500000,1.87245
420000000,1.84017
422500000,1.82581
425000000,1.82948
427500000,1.94729
430000000,1.85924
432500000,1.87525
435000000,1.94735
437500000,2.27036
440000000,1.91114
442500000,1.94692
445000000,1.95577
447500000,2.27403
450000000,1.96562
452500000,2.08817
455000000,2.01744
457500000,2.01822
460000000,2.02632
462500000,2.46389
465000000,2.08265
467500000,2.12835
470000000,2.46422
472500000,2.10593
475000000,2.1917
477500000,2.4026
480000000,2.15651
482500000,2.24945
485000000,2.24707
487500000,2.48177
490000000,2.19012
492500000,2.66251
495000000,2.22454
497500000,2.29057
500000000,2.25121
502500000,2.28188
505000000,2.30455
507500000,2.2956
510000000,2.3841
512500000,2.50123
515000000,2.34744
517500000,2.52421
520000000,2.37406
522500000,2.37455
525000000,2.41741
527500000,2.67427
530000000,2.66861
532500000,2.45857
535000000,2.44405
537500000,2.45545
540000000,2.72366
542500000,2.95422
545000000,2.55702
547500000,2.58317
550000000,2.70578
552500000,3.23284
555000000,3.17136
557500000,2.69041
560000000,2.85464
562500000,2.60916
565000000,2.60392
567500000,2.62906
570000000,2.6428
572500000,2.6731
575000000,3.04277
577500000,2.73853
580000000,2.71306
582500000,2.72145
585000000,2.8046
587500000,2.85485
590000000,2.79123
592500000,2.81038
595000000,2.90955
597500000,2.8213
600000000,2.86631
602500000,3.02787
605000000,2.95386
607500000,3.09234
610000000,2.96171
612500000,3.23976
615000000,3.15758
617500000,2.95143
620000000,2.93618
622500000,2.95487
625000000,2.96442
627500000,2.9828
630000000,3.06909
632500000,3.32088
635000000,3.01895
637500000,3.11085
640000000,3.08498
642500000,3.90943
645000000,3.07637
647500000,3.08825
650000000,3.10499
652500000,3.13025
655000000,3.91578
657500000,3.16582
660000000,3.40347
662500000,4.03078
665000000,3.20248
667500000,3.27816
670000000,3.28857
672500000,3.27809
675000000,3.28245
677500000,3.40681
680000000,3.29858
682500000,3.31479
685000000,3.92598
687500000,3.35776
690000000,3.36727
692500000,3.37406
695000000,3.55879
697500000,3.42146
700000000,3.42438
702500000,3.48343
705000000,3.47828
707500000,3.46954
710000000,3.62233
712500000,3.51971
715000000,3.52287
717500000,3.53329
720000000,3.54974
722500000,3.57528
725000000,3.97049
727500000,3.59744
730000000,4.19937
732500000,3.71211
735000000,4.26079
737500000,3.66592
740000000,3.9888
742500000,3.7479
745000000,3.81253
747500000,3.72473
750000000,4.16568
752500000,4.04314
755000000,3.82148
757500000,4.12155
760000000,3.7916
762500000,3.81883
765000000,3.84016
767500000,3.9573
770000000,3.86908
772500000,5.001
775000000,3.90573
777500000,4.4853
780000000,3.94387
782500000,4.1249
785000000,4.15389
787500000,4.47822
790000000,4.01647
792500000,4.10142
795000000,4.07273
797500000,4.23906
800000000,4.81333
802500000,4.24182
805000000,4.23032
807500000,4.13047
810000000,4.25953
812500000,4.24601
815000000,4.17473
817500000,4.2012
820000000,4.20924
822500000,4.31554
825000000,4.43971
827500000,4.25269
830000000,4.26804
832500000,4.30502
835000000,4.30279
837500000,4.32437
840000000,4.33792
842500000,4.52394
845000000,4.52461
847500000,4.76728
850000000,4.4321
852500000,4.52949
855000000,4.92257
857500000,4.72948
860000000,4.67552
862500000,4.62178
865000000,4.5449
867500000,4.80876
870000000,4.69089
872500000,4.74157
875000000,4.67164
877500000,4.59693
880000000,4.64117
882500000,4.66661
885000000,4.65817
887500000,4.85899
890000000,4.82271
892500000,4.81977
895000000,4.74168
897500000,4.74456
900000000,5.37749
902500000,5.08784
905000000,5.6791
907500000,5.50089
910000000,5.10596
912500000,4.94142
915000000,4.92539
917500000,4.87655
920000000,5.26284
922500000,4.9757
925000000,6.423
927500000,4.95084
930000000,5.38271
932500000,5.18855
935000000,5.01976
937500000,5.04144
940000000,5.04445
942500000,5.50152
945000000,5.11151
947500000,5.53791
950000000,5.21846
952500000,5.25999
955000000,5.23224
957500000,5.21485
960000000,5.23688
962500000,5.2487
965000000,5.27444
967500000,5.32141
970000000,5.27354
972500000,5.3089
975000000,5.3148
977500000,5.32571
980000000,5.47889
982500000,5.68722
985000000,6.68012
987500000,5.48966
990000000,5.64107
992500000,5.72342
995000000,5.59079
997500000,5.61579
